gene	GSM9850794	GSM9850795	GSM9850796	GSM9850797	GSM9850798	GSM9850799	GSM9850800
Phlda2	19	3	6	2	0	2	0
Phlda3	4218	242	1350	1969	343	105	151
Phldb1	776	180	855	1236	376	78	66
Phldb2	6678	457	4774	5179	789	304	512
Phldb3	34	10	56	38	4	6	5
Phlpp1	176	42	1247	1504	413	52	72
Phlpp2	199	56	543	662	175	28	21
Phospho1	3	0	3	0	1	2	0
Phospho2	341	57	204	289	64	22	22
Phox2a	11	1	7	4	0	0	0
Phox2b	0	0	0	0	0	0	0
Phpt1	1239	103	326	295	67	95	69
Phrf1	642	105	548	636	166	67	65
Phtf1	878	105	799	992	208	61	61
Phtf1os	17	8	17	9	4	3	0
Phtf2	135	31	414	381	90	49	26
Phxr2	4	0	0	2	0	0	1
Phyh	882	117	479	484	113	101	54
Phyhd1	466	125	21	14	5	45	42
Phyhip	4	9	10	3	3	1	0
Phyhipl	26	0	9	11	1	2	1
Phykpl	536	61	309	281	52	41	34
Pi15	587	121	272	403	294	7	5
Pi16	8294	1815	1584	5428	1895	133	59
Pi4k2a	954	107	970	991	139	53	37
Pi4k2b	1498	153	944	1239	149	34	92
Pi4ka	769	124	855	1175	313	101	82
Pi4kb	230	69	642	689	156	69	59
Pianp	87	91	84	12	25	30	15
Pias1	629	134	1243	1326	396	129	94
Pias2	517	53	1006	967	231	93	70
Pias3	397	47	158	283	76	25	36
Pias4	419	64	236	273	64	33	27
Pibf1	417	68	903	949	348	87	84
Picalm	3474	403	5568	7467	949	350	172
Pick1	184	30	67	61	17	25	10
Pid1	787	89	1592	2471	1381	285	67
Pidd1	35	6	10	21	2	4	1
Piezo1	773	164	1548	1684	224	91	68
Piezo2	2815	216	6242	6001	708	147	365
Pif1	22	2	17	25	2	1	26
Pifo	0	1	1	2	2	1	0
Piga	139	24	136	203	62	10	20
Pigb	109	26	101	131	33	16	10
Pigc	434	41	142	200	46	17	26
Pigf	238	34	161	228	37	32	20
Pigg	79	39	73	111	52	15	14
Pigh	222	58	69	129	36	29	13
Pigk	1457	183	775	977	237	112	103
Pigl	32	9	102	100	20	14	22
Pigm	238	48	156	240	55	21	22
Pign	416	74	1016	1192	285	98	107
Pigo	105	20	56	82	14	9	11
Pigp	1765	268	689	881	172	179	120
Pigq	442	85	188	240	51	36	24
Pigr	24	4	27	7	0	0	0
Pigs	789	98	405	546	77	48	30
Pigt	1621	246	904	1019	178	124	100
Pigu	436	88	222	373	124	71	53
Pigv	125	31	70	110	27	13	11
Pigw	62	7	33	35	11	5	5
Pigx	1270	136	488	588	98	88	84
Pigyl	1411	232	762	591	112	190	141
Pigz	8	5	5	4	11	0	0
Pih1d1	1041	124	345	532	80	62	83
Pih1d2	45	11	15	37	7	5	3
Pih1d3	0	0	0	0	0	0	0
Pih1h3b	0	0	0	1	0	0	0
Pik3ap1	112	20	218	366	26	37	5
Pik3c2a	1095	107	1146	1272	255	107	99
Pik3c2b	39	6	39	56	25	4	3
Pik3c2g	2	1	20	1	5	0	1
Pik3c3	390	72	288	316	110	41	34
Pik3ca	1107	204	1226	1471	403	121	115
Pik3cb	60	23	246	187	22	63	31
Pik3cd	211	54	164	290	66	92	28
Pik3cg	45	10	90	99	19	33	3
Pik3ip1	445	157	414	435	127	38	23
Pik3r1	1675	324	1874	2341	827	169	109
Pik3r2	588	144	347	460	94	39	65
Pik3r3	156	17	55	103	3	7	5
Pik3r4	376	99	314	331	93	34	40
Pik3r5	53	16	214	293	28	70	14
Pik3r6	28	3	89	77	1	20	2
Pikfyve	618	111	698	812	272	67	51
Pilra	216	11	123	291	11	54	8
Pilrb1	45	8	17	37	1	13	1
Pilrb2	64	5	25	80	3	12	5
Pim1	4276	319	4718	4887	448	242	133
Pim2	33	10	74	52	16	9	9
Pim3	543	68	741	498	78	40	67
Pimreg	261	15	20	105	3	8	51
Pin1	2730	193	818	1143	136	164	167
Pin1rt1	0	0	0	0	0	0	0
Pin4	1812	177	676	888	220	160	132
Pinc	0	0	0	0	0	0	0
Pink1	946	215	626	546	199	63	49
Pinlyp	0	0	2	0	0	1	0
Pinx1	477	38	261	367	101	39	33
Pip	0	0	0	0	0	0	0
Pip4k2a	544	82	789	1474	291	197	96
Pip4k2b	492	102	369	467	128	91	46
Pip4k2c	450	98	390	393	110	50	38
Pip4p1	853	123	0	0	0	32	48
Pip4p2	413	93	0	0	0	101	106
Pip5k1a	1846	174	2128	2017	304	134	191
Pip5k1b	31	9	300	184	81	57	38
Pip5k1bos	0	0	1	0	1	0	0
Pip5k1c	547	77	532	603	121	69	55
Pip5kl1	0	1	5	6	1	0	0
Pipox	3	3	6	6	0	0	1
Pir	244	44	150	200	115	21	27
Pira2	22	5	27	52	1	2	1
Pirb	242	7	200	309	8	46	8
Pirt	1	0	0	0	0	0	0
Pisd	584	60	217	292	44	39	35
Pithd1	316	37	187	200	31	25	28
Pitpna	3718	335	2942	3285	593	393	271
Pitpnb	1616	173	1123	1282	268	138	123
Pitpnc1	788	100	2704	3085	418	169	90
Pitpnm1	227	42	161	181	33	21	11
Pitpnm2	356	43	259	215	106	34	24
Pitpnm2os1	0	0	1	2	1	0	1
Pitpnm2os2	2	0	1	0	0	0	0
Pitpnm3	3	1	12	7	7	0	4
Pitrm1	867	118	581	952	131	45	66
Pitx1	10	3	20	149	3	0	4
Pitx2	21	5	23	46	7	1	3
Pitx3	1	0	3	0	1	0	0
Piwil1	0	0	0	0	0	0	0
Piwil2	42	13	154	157	24	6	6
Piwil4	37	3	4	23	1	1	2
Pja1	1092	147	398	723	143	73	64
Pja2	2258	306	1364	1804	510	185	183
Pjvk	5	0	1	3	1	0	0
Pkd1	1671	217	755	982	374	54	45
Pkd1l1	0	0	2	0	0	0	0
Pkd1l2	6	0	26	41	9	1	0
Pkd1l3	1	0	23	14	2	0	1
Pkd2	2134	349	1354	1815	598	119	127
Pkd2l1	0	0	0	0	1	0	0
Pkd2l2	10	3	27	42	4	3	2
Pkdcc	1143	361	1087	1481	253	175	93
Pkdrej	9	0	3	7	3	0	0
Pkhd1	15	1	20	11	0	3	22
Pkhd1l1	67	594	408	184	120	511	79
Pkia	177	173	499	326	195	86	58
Pkib	54	8	86	131	2	14	2
Pkig	2114	155	934	1279	279	136	129
Pklr	4	1	6	0	0	0	2
Pkm	19187	1037	8734	8882	450	829	1917
Pkmyt1	117	11	41	85	21	17	29
Pkn1	597	114	460	493	155	84	44
Pkn2	2691	452	2721	2862	1124	263	183
Pkn3	71	3	25	36	1	1	4
Pknox1	560	76	471	503	137	51	49
Pknox2	415	35	983	1386	459	23	50
Pkp1	3	1	1	4	1	0	0
Pkp2	68	17	97	54	18	11	18
Pkp3	24	30	39	32	12	36	7
Pkp4	385	40	809	785	95	41	58
Pla1a	4972	637	2526	3146	1357	19	61
Pla2g10	0	0	7	5	0	0	1
Pla2g10os	0	0	11	7	2	0	0
Pla2g12a	823	89	479	414	97	48	60
Pla2g12b	0	0	21	11	0	0	0
Pla2g15	639	99	289	440	82	38	24
Pla2g1b	265	3	10	5	243	1	2
Pla2g2c	0	2	1	0	0	0	0
Pla2g2d	24	1	10	31	2	1	1
Pla2g2e	28	11	20	32	3	0	1
Pla2g2f	0	0	0	0	0	0	0
Pla2g3	3	0	14	14	2	0	0
Pla2g4a	1424	145	1370	1665	304	104	165
Pla2g4b	15	3	0	1	0	0	1
Pla2g4c	16	6	10	42	9	2	2
Pla2g4d	0	0	1	2	0	0	0
Pla2g4e	0	0	1	2	3	0	0
Pla2g4f	1	0	15	6	4	0	0
Pla2g5	1	0	17	1	0	0	0
Pla2g6	178	42	101	131	19	16	12
Pla2g7	998	19	722	593	60	86	42
Pla2r1	382	161	513	713	339	41	26
Plaa	1065	110	771	876	155	108	123
Plaat1	36	0	0	0	0	0	3
Plaat3	1824	166	0	0	0	97	53
Plaat5	0	0	0	0	0	0	0
Plac1	0	0	1	8	1	1	2
Plac8	13367	1692	6217	7579	1601	643	784
Plac8l1	0	0	1	3	2	0	0
Plac9a	4	3	6	2	4	0	0
Plac9b	67	14	74	82	25	0	0
Plag1	29	3	27	10	2	1	1
Plagl1	681	36	764	1620	83	13	28
Plagl2	132	39	207	198	37	36	12
Plat	4416	847	6176	6134	951	601	950
Platr1	4	0	3	1	1	0	0
Platr10	0	0	0	0	0	0	0
Platr11	0	0	0	0	0	0	0
Platr12	0	0	0	0	0	0	0
Platr13	0	0	0	0	0	0	0
Platr14	5	2	0	0	0	2	0
Platr15	0	0	0	0	0	0	0
Platr16	4	1	0	0	0	0	0
Platr19	1	0	0	0	0	0	0
Platr20	2	0	0	1	0	0	0
Platr21	0	0	0	0	0	0	0
Platr22	17	0	55	47	11	4	11
Platr23	3	0	3	1	0	1	0
Platr25	140	31	115	205	73	23	9
Platr26	2	0	0	1	0	0	0
Platr27	10	0	3	3	0	0	0
Platr28	0	0	0	0	0	0	0
Platr29	1	0	2	0	1	0	0
Platr3	0	0	0	0	0	0	0
Platr30	0	0	0	0	0	0	0
Platr31	0	0	4	3	0	1	0
Platr32	1	0	0	0	0	0	0
Platr4	0	0	0	0	0	0	0
Platr5	2	0	1	1	0	0	0
Platr6	0	0	1	3	0	0	0
Platr7	0	0	1	0	0	0	0
Platr8	0	0	0	0	0	1	0
Platr9	2	0	0	0	0	0	0
Plau	486	100	574	522	187	38	45
Plaur	914	91	1858	2051	136	176	331
Plb1	3	0	7	5	0	1	0
Plbd1	145	28	160	385	8	49	10
Plbd2	1247	175	616	694	142	81	73
Plcb1	170	20	845	2452	229	49	46
Plcb2	31	10	17	26	3	7	1
Plcb3	659	91	309	446	116	39	37
Plcb4	232	48	395	1102	258	27	27
Plcd1	272	77	253	326	105	27	30
Plcd3	83	24	134	127	37	14	13
Plcd4	2	3	16	11	2	0	1
Plce1	1165	349	2243	3031	1350	239	107
Plcg1	743	90	422	415	108	32	27
Plcg2	73	15	143	251	30	54	7
Plch1	30	7	15	24	3	7	12
Plch2	5	0	79	26	7	0	0
Plcl1	1019	79	6651	5911	1426	594	436
Plcl2	170	18	444	530	165	100	27
Plcxd1	11	0	16	15	2	0	0
Plcxd2	90	12	75	80	26	12	7
Plcxd3	15	6	310	18	70	23	7
Plcz1	0	0	1	0	3	0	0
Pld1	271	77	993	1286	297	84	72
Pld2	295	34	221	257	59	28	18
Pld3	2496	197	886	876	131	128	93
Pld4	448	27	194	358	15	41	12
Pld5	1	1	4	5	0	0	0
Pld6	2	1	7	2	1	0	1
Pldi	0	1	1	0	0	0	0
Plec	5589	709	2761	4651	1083	231	261
Plek	551	27	2296	3263	89	183	25
Plek2	125	19	50	15	1	36	28
Plekha1	780	82	558	770	174	63	50
Plekha2	1053	136	536	682	243	73	51
Plekha3	784	102	930	758	153	75	71
Plekha4	250	74	267	408	113	34	38
Plekha5	521	73	1326	1396	498	92	80
Plekha6	139	21	113	83	77	13	9
Plekha7	241	22	288	109	33	11	25
Plekha8	280	39	191	235	70	18	22
Plekhb1	8	11	20	31	3	1	3
Plekhb2	427	145	379	341	58	65	52
Plekhd1	3	0	1	0	0	0	0
Plekhd1os	0	0	0	0	1	0	0
Plekhf1	521	70	264	322	120	34	14
Plekhf2	299	34	305	241	76	41	22
Plekhg1	193	52	797	769	464	63	42
Plekhg2	762	90	987	1242	110	50	56
Plekhg3	946	140	771	769	178	111	93
Plekhg4	48	5	19	45	1	2	6
Plekhg5	172	41	194	131	27	40	14
Plekhg6	2	1	11	10	0	0	0
Plekhh1	15	1	24	24	5	5	6
Plekhh2	351	81	566	478	269	58	39
Plekhh3	265	48	147	200	81	26	28
Plekhj1	1777	219	521	814	163	131	97
Plekhm1	247	47	233	231	62	25	22
Plekhm2	575	81	1072	928	204	75	53
Plekhm3	196	41	480	627	170	82	32
Plekhn1	241	33	78	124	31	4	9
Plekho1	1099	88	848	901	88	80	68
Plekho2	1539	247	859	1436	286	109	75
Plekhs1	5	0	13	0	1	0	0
Plet1	29	15	46	116	2	1	1
Plet1os	2	0	7	20	2	2	0
Plg	0	0	6	0	0	0	0
Plgrkt	1019	198	724	877	183	131	105
Plin1	5	1	3	31	0	0	0
Plin2	1858	175	1307	1243	206	193	128
Plin3	1074	268	492	848	201	163	90
Plin4	14	1	8	17	13	1	2
Plin5	2	0	2	0	1	0	0
Plk1	342	29	100	181	8	5	110
Plk2	503	21	973	889	41	29	29
Plk3	678	39	605	799	69	33	36
Plk4	392	58	163	329	44	38	66
Plk5	1	0	1	0	0	0	0
Pllp	14	1	18	2	1	0	0
Pln	11	0	3	2	0	0	0
Plod1	2504	102	1049	1321	133	50	96
Plod2	10689	843	5172	6340	952	151	341
Plod3	3345	237	1024	2066	205	72	94
Plp1	35	10	10	8	3	3	3
Plp2	2234	166	1136	1574	165	165	238
Plpbp	1126	142	617	860	102	63	53
Plpp1	3035	245	1185	1566	216	106	90
Plpp2	432	43	203	130	18	48	45
Plpp3	7801	1969	7684	13245	4580	140	106
Plpp4	0	0	0	1	0	0	0
Plpp5	1503	129	747	972	156	81	93
Plpp6	153	29	84	101	12	12	12
Plpp7	134	7	38	55	30	7	3
Plppr1	2	1	4	1	2	1	0
Plppr2	342	25	146	177	31	13	15
Plppr3	404	23	129	176	40	1	4
Plppr4	68	6	28	28	2	0	2
Plppr5	0	0	3	0	1	0	0
Plrg1	541	44	263	259	52	31	28
Pls1	26	6	30	19	3	4	4
Pls3	2655	338	1513	2465	473	146	140
Plscr1	342	176	1006	888	127	189	168
Plscr2	620	226	615	478	79	157	104
Plscr3	1759	222	766	945	160	139	133
Plscr4	822	217	499	534	350	135	80
Plscr5	0	0	1	1	0	0	0
Pltp	2759	831	2262	1631	892	276	87
Plut	16	1	6	0	0	2	2
Plvap	388	45	37	34	32	3	1
Plxdc1	16	24	38	79	8	12	10
Plxdc2	4962	1009	5689	6239	5121	286	115
Plxna1	717	102	296	579	177	47	43
Plxna2	145	50	593	481	128	47	66
Plxna3	83	20	28	47	16	5	4
Plxna4	839	443	2034	1755	401	376	236
Plxna4os1	25	0	22	41	2	8	0
Plxna4os2	1	0	1	3	1	0	0
Plxna4os3	0	0	15	12	1	1	0
Plxnb1	110	43	56	41	16	22	6
Plxnb2	2168	436	1253	1477	247	183	159
Plxnb3	2	0	3	4	1	1	0
Plxnc1	110	20	173	246	41	8	5
Plxnd1	935	51	440	512	87	30	36
Pm20d1	4	1	1	3	1	0	0
Pm20d2	4	1	0	2	0	1	1
Pmaip1	247	25	393	458	26	9	7
Pmch	1	0	0	0	0	0	0
Pmel	29	1	18	19	6	3	0
Pmepa1	32746	1343	12683	16350	1763	483	1209
Pmepa1os	20	0	21	13	0	0	0
Pmf1	521	42	144	175	19	29	40
Pmfbp1	0	0	0	0	4	0	0
Pmis2	0	0	0	0	0	0	0
Pml	461	95	280	424	124	48	31
Pmm1	2020	207	1029	970	174	156	162
Pmm2	487	79	330	378	84	55	41
Pmp2	0	0	0	0	0	1	0
Pmp22	2247	699	1624	2501	973	168	88
Pmpca	563	90	284	382	62	37	57
Pmpcb	774	97	463	754	97	92	93
Pms1	76	17	35	75	35	11	9
Pms2	185	26	86	123	30	16	8
Pmvk	872	53	274	391	34	53	34
Pnck	80	2	20	12	3	12	4
Pnisr	2435	463	1288	1478	439	182	125
Pnkd	1469	190	522	706	161	86	71
Pnkp	511	52	242	249	41	46	59
Pnldc1	15	1	28	22	8	2	6
Pnlip	2862	15	29	9	2098	5	0
Pnliprp1	1691	9	16	4	596	2	0
Pnliprp2	235	1	3	7	94	0	0
Pnma1	5	0	4	19	0	0	0
Pnma2	22	1	8	8	1	6	4
Pnma3	1	1	0	0	0	0	0
Pnma5	0	0	1	0	0	0	0
Pnmal1	0	0	0	0	0	0	0
Pnmal2	97	33	80	38	11	0	0
Pnmt	0	0	0	0	0	0	0
Pnn	2791	326	1445	1831	528	153	166
Pno1	579	66	329	450	85	66	61
Pnoc	51	25	48	5	3	45	3
Pnp	5851	658	2566	2866	681	467	262
Pnp2	251	51	147	149	56	18	8
Pnpla1	1	1	22	20	2	0	0
Pnpla1os	0	0	4	0	0	0	0
Pnpla2	332	74	359	204	68	44	27
Pnpla3	0	0	18	14	2	0	1
Pnpla5	0	0	0	0	0	0	0
Pnpla6	294	67	194	172	86	19	16
Pnpla7	239	96	324	313	88	68	32
Pnpla8	1202	226	1147	1072	374	118	105
Pnpo	205	82	126	113	18	41	21
Pnpt1	226	43	275	312	87	45	51
Pnrc1	4492	526	5018	4524	795	340	270
Pnrc2	947	191	614	822	188	105	85
Poc1a	103	7	40	85	11	7	14
Poc1b	256	56	286	381	89	21	25
Poc5	168	50	150	160	66	20	18
Podn	1151	269	581	982	140	54	20
Podnl1	212	10	47	86	4	9	4
Podxl	162	189	89	13	28	72	36
Podxl2	580	48	356	303	50	25	11
Pof1b	1	1	3	1	0	0	0
Pofut1	636	119	313	477	152	63	33
Pofut2	3495	243	1644	1870	240	121	151
Pogk	335	42	175	242	75	21	22
Poglut1	641	84	342	461	122	31	34
Poglut2	533	58	0	0	0	47	39
Poglut3	1150	290	0	0	0	100	46
Pogz	354	79	372	467	105	53	69
